origin_data_source_category_id,target_data_source_category_id,origin_data_source_category_size,target_data_source_category_size,size_change
638294,1003973039,0,0,0
638295,1003973769,0,0,0
638299,1003973049,0,0,0
638305,1003973789,0,0,0
638309,1003973069,0,0,0
638310,1003973799,0,0,0
638314,1003973079,0,0,0
638315,1003973809,0,0,0
638319,1003973089,0,0,0
638325,1003973829,0,0,0
638329,1003973109,0,0,0
638330,1003973839,307428,0,0
638334,1003973119,1786632,0,0
640584,1003973889,0,0,0
640588,1003973169,0,0,0
649920,1003973899,0,0,0
649924,1003973909,0,0,0
649925,1003973919,0,0,0
649929,1003973179,0,0,0
651023,1003973939,0,0,0
651027,1003973199,0,0,0
651028,1003973949,0,0,0
651032,1003973209,0,0,0
651033,1003973959,0,0,0
651037,1003973219,0,0,0
652964,1003973979,345168,0,0
652968,1003973239,3213816,0,0
656460,1003974139,0,0,0
656464,1003974149,0,0,0
656989,1003974159,0,0,0
656993,1003974169,0,0,0
657059,1003974419,0,0,0
657063,1003974429,0,0,0
657970,1003974459,0,0,0
657974,1003974469,0,0,0
657975,1003974479,0,0,0
657979,1003974489,0,0,0
658025,1003974679,0,0,0
658029,1003974689,0,0,0
658744,1003975339,220116,0,0
658748,1003975349,1494708,0,0
658969,1003974699,0,0,0
658973,1003974709,0,0,0
659317,1003974719,0,0,0
659321,1003974729,0,0,0
659322,1003974739,0,0,0
659326,1003974749,0,0,0
659327,1003974759,241332,0,0
659331,1003974769,1606296,0,0
659357,1003974859,0,0,0
659361,1003974869,0,0,0
659362,1003974879,0,0,0
659366,1003974889,0,0,0
659372,1003974899,291516,0,0
659376,1003974909,1939020,0,0
659377,1003974919,401676,0,0
659381,1003974929,3469836,0,0
659382,1003974969,0,0,0
659386,1003974939,0,0,0
660813,1003975359,379848,0,0
660817,1003975369,2234820,0,0
661085,1003975379,0,0,0
661089,1003975389,0,0,0
661090,1003975399,0,0,0
661094,1003975409,0,0,0
661095,1003975419,0,0,0
661099,1003975429,0,0,0
661712,1003975489,0,0,0
661716,1003975499,0,0,0
663240,1003975549,0,0,0
663244,1003975559,0,0,0
663250,1003975529,0,0,0
663254,1003975539,0,0,0
663255,1003975569,0,0,0
663259,1003975579,0,0,0
663260,1003975509,0,0,0
663264,1003975519,0,0,0
664244,1004107139,0,0,0
664248,1004107149,0,0,0
664249,1003975669,0,0,0
664253,1003975679,0,0,0
664715,1003980539,0,0,0
664719,1003980549,0,0,0
665082,1004107159,315996,0,0
665086,1004107169,1902504,0,0
665102,1004643289,258672,0,0
665106,1004118239,1682592,0,0
665112,1004107179,0,0,0
665116,1004107189,0,0,0
665122,1004107199,0,0,0
665126,1004107209,0,0,0
665142,1004107219,0,0,0
665146,1004107229,0,0,0
665167,1004642859,345780,0,0
665171,1004642869,2128944,0,0
666189,1004107119,0,0,0
666193,1004107129,0,0,0
667358,1004642879,0,0,0
667362,1004642889,0,0,0
667363,1004642899,370872,0,0
667367,1004642909,2133432,0,0
667368,1004642919,0,0,0
667372,1004642929,0,0,0
667373,1004642939,0,0,0
667377,1004642949,0,0,0
667378,1004642959,0,0,0
667382,1004642969,0,0,0
667383,1004642979,0,0,0
667387,1004642989,0,0,0
667388,1004642999,0,0,0
667392,1004643009,0,0,0
667393,1004643019,0,0,0
667397,1004643029,0,0,0
667398,1004643039,368424,0,0
667402,1004643049,2269704,0,0
667403,1004643059,0,0,0
667407,1004643069,0,0,0
667408,1004643079,0,0,0
667412,1004643089,0,0,0
667413,1004643099,0,0,0
667417,1004643109,0,0,0
667418,1004643119,0,0,0
667422,1004643129,0,0,0
667423,1004643139,0,0,0
667427,1004643149,0,0,0
667433,1004643159,0,0,0
667437,1004643169,0,0,0
667438,1004643179,0,0,0
667442,1004643189,0,0,0
667443,1004643199,423708,0,0
667447,1004643209,2464932,0,0
667452,1004643219,0,0,0
667456,1004643229,0,0,0
669797,1004643299,0,0,0
669801,1004643309,0,0,0
669807,1004643319,0,0,0
669811,1004643329,0,0,0
669812,1004643339,0,0,0
669816,1004643349,0,0,0
669817,1004643359,0,0,0
669821,1004643369,0,0,0
669822,1004643379,0,0,0
669826,1004643389,0,0,0
669827,1004643399,364548,0,0
669831,1004643409,2230128,0,0
669832,1004643419,0,0,0
669836,1004643429,0,0,0
669837,1004643439,0,0,0
669841,1004643449,0,0,0
669857,1004643459,0,0,0
669861,1004643469,0,0,0
669862,1004643879,0,0,0
669866,1004643889,0,0,0
669872,1004643479,0,0,0
669876,1004643489,0,0,0
669877,1004643499,0,0,0
669881,1004643509,0,0,0
669882,1004643519,0,0,0
669886,1004643529,0,0,0
669887,1004643899,0,0,0
669891,1004643909,0,0,0
669892,1004643539,295188,0,0
669896,1004643549,1914744,0,0
669902,1004643559,0,0,0
669906,1004643569,0,0,0
669907,1004643579,0,0,0
669911,1004643589,0,0,0
669912,1004643599,0,0,0
669916,1004643609,0,0,0
669917,1004643619,243372,0,0
669921,1004643629,1608948,0,0
669922,1004643919,261936,0,0
669926,1004643929,2477784,0,0
669927,1004643639,0,0,0
669931,1004643649,0,0,0
669932,1004643249,0,0,0
669936,1004643259,0,0,0
669937,1004643269,251532,0,0
669941,1004643279,1624452,0,0
671108,1004643679,0,0,0
671112,1004645909,0,0,0
672458,1004643689,0,0,0
672462,1004249529,0,0,0
672472,1004643699,0,0,0
672476,1004643709,0,0,0
672477,1004643719,0,0,0
672481,1004643729,0,0,0
672487,1004643759,0,0,0
672491,1004643769,0,0,0
672492,1004643779,0,0,0
672496,1004643789,0,0,0
672497,1004643799,0,0,0
672501,1004643809,0,0,0
672502,1004643819,0,0,0
672506,1004643829,0,0,0
672507,1004643839,0,0,0
672511,1004643849,0,0,0
672517,1004643859,0,0,0
672521,1004643869,0,0,0
674459,1004643939,0,0,0
674463,1004643949,0,0,0
674464,1004643959,0,0,0
674468,1004643969,0,0,0
674469,1004643979,0,0,0
674473,1004643989,0,0,0
674474,1004643999,0,0,0
674478,1004644009,0,0,0
674479,1004644019,0,0,0
674483,1004644029,0,0,0
674494,1004644059,227256,0,0
674498,1004644069,2473704,0,0
674504,1004644099,0,0,0
674508,1004644109,0,0,0
675609,1004644389,0,0,0
675613,1004644399,0,0,0
676024,1004644409,0,0,0
676028,1004644419,0,0,0
676034,1004644429,0,0,0
676038,1004644439,0,0,0
676039,1004644449,0,0,0
676043,1004644459,0,0,0
676049,1004644469,0,0,0
676053,1004644479,0,0,0
676054,1004644489,0,0,0
676058,1004644499,0,0,0
676076,1004644509,0,0,0
676080,1004644519,0,0,0
676081,1004644529,0,0,0
676085,1004644539,0,0,0
676086,1004644549,0,0,0
676090,1004644559,0,0,0
676643,1004644299,0,0,0
676647,1004644309,0,0,0
676648,1004644569,0,0,0
676652,1004644319,0,0,0
676653,1004646139,0,0,0
676657,1004646149,0,0,0
676658,1004644579,340680,0,0
676662,1004644329,2028780,0,0
676663,1004644589,0,0,0
676667,1004644599,0,0,0
676668,1004644609,0,0,0
676672,1004644619,0,0,0
676673,1004644339,0,0,0
676677,1004644349,0,0,0
676678,1004644629,0,0,0
676682,1004644359,0,0,0
676683,1004644369,0,0,0
676687,1004644379,0,0,0
676982,1007622281,72420,0,0
676987,1007622291,73236,0,0
676991,1003578179,2056320,0,0
676992,1007610001,100776,0,0
676996,1003575529,2130780,0,0
676997,1007610011,66096,0,0
677001,1003579399,1997568,0,0
677002,1007566951,82620,0,0
677006,1003577699,2100792,0,0
677007,1007566961,53856,0,0
677011,1003579879,1987776,0,0
677012,1007622301,43656,0,0
677016,1003580209,1925352,0,0
677017,1007622311,147696,0,0
677021,1003581569,2286024,0,0
677022,1007610021,136884,0,0
677026,1003577279,2291328,0,0
677027,1007610031,121788,0,0
677031,1003576819,2228700,0,0
677032,1007547621,119136,0,0
677036,1003578019,2116092,0,0
677037,1007548431,111996,0,0
677042,1007560011,131784,0,0
677046,1003579629,2244408,0,0
677047,1007560021,67116,0,0
677047,1007761481,67116,0,0
677051,1003579619,2011848,0,0
677052,1007566971,61404,0,0
677056,1003579679,2018784,0,0
677057,1007566981,143412,0,0
677061,1003577949,2232576,0,0
677062,1007622321,204408,0,0
677066,1003576679,2691168,0,0
677067,1007622331,96492,0,0
677071,1003575539,2113236,0,0
677072,1007610041,65688,0,0
677076,1003580889,2178108,0,0
677077,1007610051,71808,0,0
677081,1003577229,2160156,0,0
677082,1007548191,72624,0,0
677086,1003576829,1984512,0,0
677087,1007548041,74052,0,0
677091,1003581359,2022456,0,0
677092,1007560031,136476,0,0
677092,1007761491,136476,0,0
677096,1003578189,2170152,0,0
677097,1007560041,185844,0,0
677101,1003576049,2726256,0,0
677102,1007622341,51408,0,0
677106,1003579019,2125068,0,0
677107,1007622351,112200,0,0
677111,1003580579,2216052,0,0
677112,1007610061,92616,0,0
677116,1003579689,2044896,0,0
677127,1007548471,111792,0,0
677131,1003581269,2013072,0,0
677132,1007560051,102000,0,0
677136,1003579279,2070192,0,0
677137,1007560061,130152,0,0
677146,1003581419,2082024,0,0
677147,1007567001,57324,0,0
677151,1003577079,1964316,0,0
677152,1007622361,251328,0,0
677156,1003575819,2998392,0,0
677157,1007622371,164220,0,0
677161,1003575629,2577540,0,0
677167,1007610091,74460,0,0
677171,1003576769,2099976,0,0
677177,1007548141,104244,0,0
677181,1003581479,2287452,0,0
677182,1007560071,10608,0,0
677186,1003577709,1621800,0,0
677187,1007560081,63852,0,0
677191,1003576759,2148732,0,0
677192,1007567011,112608,0,0
677196,1003577769,2256852,0,0
677197,1007567021,135864,0,0
677201,1003576179,2204424,0,0
677202,1007610101,52224,0,0
677206,1003579819,2057544,0,0
677207,1007610111,199920,0,0
677211,1003581099,2747880,0,0
677212,1007547531,109752,0,0
677216,1003580289,2024088,0,0
677217,1007547971,27540,0,0
677221,1003579249,1823964,0,0
677227,1007560101,98940,0,0
677231,1003582399,2015928,0,0
677232,1007567031,220116,0,0
677236,1003576799,2847228,0,0
677237,1007567041,169728,0,0
677241,1003577639,2511648,0,0
677242,1007622381,182376,0,0
677246,1003576839,2641188,0,0
677247,1007622391,102204,0,0
677251,1003577069,2155260,0,0
677257,1007610131,149124,0,0
677261,1003577239,2282148,0,0
677262,1007548501,226236,0,0
677266,1003576209,2990844,0,0
677267,1007547661,134028,0,0
677271,1003580679,2246652,0,0
677272,1007560111,75480,0,0
677276,1003578989,2008380,0,0
677277,1007560121,87924,0,0
677281,1003578629,1993896,0,0
677282,1007567051,128112,0,0
677286,1003581899,2241552,0,0
677287,1007567061,163812,0,0
677291,1003576979,2284392,0,0
677292,1007622401,170136,0,0
677296,1003578039,2601816,0,0
677302,1007548241,107916,0,0
677306,1003577779,2073252,0,0
677307,1007548231,88944,0,0
677311,1003581539,2057952,0,0
677312,1007560131,123420,0,0
677316,1003578069,2068152,0,0
677317,1007560141,208488,0,0
677322,1007567071,106080,0,0
677326,1003576309,2162196,0,0
677327,1007567081,129948,0,0
677331,1003579919,2300916,0,0
677332,1007622421,198900,0,0
677336,1003581629,2462892,0,0
677337,1007622431,199308,0,0
677341,1003577019,2539800,0,0
677342,1007610141,116280,0,0
677346,1003578029,2083860,0,0
677357,1007547591,9588,0,0
677361,1003578089,1629756,0,0
677362,1007560151,123624,0,0
677366,1003581519,2020620,0,0
677367,1007560161,77316,0,0
677371,1003580239,2005932,0,0
677372,1007567091,163812,0,0
677376,1003579909,2439432,0,0
677377,1007567101,159936,0,0
677382,1007622441,66096,0,0
677386,1003582319,1663620,0,0
677387,1007622451,151776,0,0
677391,1003576349,2190348,0,0
677392,1007610151,106896,0,0
677396,1003577579,2250528,0,0
677397,1007610161,152388,0,0
677401,1003577829,2414952,0,0
677402,1007561161,50592,0,0
677406,1003580589,1914336,0,0
677407,1007561171,103020,0,0
677411,1003578169,2281740,0,0
677412,1007567111,138924,0,0
677416,1003580219,2299080,0,0
677422,1007622461,167484,0,0
677426,1003576569,2587536,0,0
677427,1007622471,190128,0,0
677431,1003575639,2609568,0,0
677432,1007610171,79356,0,0
677436,1003581589,1599156,0,0
677437,1007610181,196044,0,0
677441,1003576779,2559180,0,0
677442,1007547891,166464,0,0
677446,1003580249,2654040,0,0
677447,1007547771,175236,0,0
677451,1003577029,2490432,0,0
677452,1007561181,59568,0,0
677456,1003581579,1868028,0,0
677457,1007561191,12648,0,0
677461,1003580019,1190544,0,0
677462,1007567131,268668,0,0
677466,1003579259,2874768,0,0
677467,1007567141,136272,0,0
677471,1003578979,2361300,0,0
677472,1007622481,116892,0,0
677477,1007622491,212772,0,0
677481,1003577649,2800716,0,0
677482,1007610191,9792,0,0
677486,1003575709,2081004,0,0
677487,1007610201,123828,0,0
677491,1003582379,2114664,0,0
677492,1007548221,89352,0,0
677496,1003582639,2039184,0,0
677497,1007548211,109956,0,0
677501,1003579159,2128128,0,0
677502,1007567151,148512,0,0
677506,1003579359,2219520,0,0
677507,1007567161,6324,0,0
677511,1003576659,1508988,0,0
677512,1007622501,126480,0,0
677516,1003581259,2224416,0,0
677517,1007622511,321096,0,0
677521,1003577399,3372120,0,0
677522,1007610211,230112,0,0
677526,1003577619,2901288,0,0
677527,1007610221,180948,0,0
677531,1003577199,2402916,0,0
677532,1007548351,155448,0,0
677537,1007547741,166260,0,0
677541,1003581709,2291328,0,0
677542,1007561201,148104,0,0
677546,1003578109,2176680,0,0
677547,1007561211,196248,0,0
677551,1003579339,2569788,0,0
677552,1007567171,246432,0,0
677556,1003578949,2944536,0,0
677557,1007567181,167892,0,0
677561,1003576169,2349672,0,0
677571,1003579869,0,0,0
677572,1007610231,243984,0,0
677572,1007651151,243984,0,0
677576,1003579539,2872728,0,0
677576,1003586779,2872728,0,0
677577,1007610241,16320,0,0
677581,1003580079,1377204,0,0
677582,1007548261,172176,0,0
677586,1003577659,2505324,0,0
677587,1007548461,220116,0,0
677591,1003579459,2739312,0,0
677592,1007561221,111180,0,0
677596,1003582019,2142000,0,0
677597,1007561231,1836,0,0
677601,1003577839,654024,0,0
677602,1007622521,180540,0,0
677606,1003579659,2602836,0,0
677607,1007622531,217872,0,0
677611,1003579299,2946576,0,0
677612,1007610251,166056,0,0
677616,1003580489,2544492,0,0
677617,1007610261,110364,0,0
677621,1003579149,2309484,0,0
677622,1007548061,228072,0,0
677626,1003577269,2818668,0,0
677627,1007547651,164832,0,0
677631,1003576389,2730540,0,0
677632,1007561241,225012,0,0
677636,1003576109,2768076,0,0
677637,1007561251,183396,0,0
677641,1003581429,2609364,0,0
677642,1007567191,233784,0,0
677646,1003578829,2852532,0,0
677647,1007567201,122400,0,0
677651,1003578639,2142204,0,0
677652,1007622541,265608,0,0
677656,1003576899,2905776,0,0
677657,1007622551,124032,0,0
677661,1003577109,2378436,0,0
677662,1007610271,218484,0,0
677666,1003581799,2461260,0,0
677667,1007610281,176664,0,0
677671,1003579699,2408220,0,0
677672,1007547691,104856,0,0
677676,1003582329,2073864,0,0
677677,1007547911,228480,0,0
677681,1003579759,2649960,0,0
677682,1007561261,218280,0,0
677686,1003580709,2799900,0,0
677687,1007561271,104448,0,0
677691,1003581039,2074680,0,0
677692,1007567211,234396,0,0
677696,1003581219,2883132,0,0
677697,1007567221,200940,0,0
677701,1003581319,3075912,0,0
677702,1007610291,88740,0,0
677706,1003582339,1855788,0,0
677707,1007610301,141576,0,0
677711,1003581749,2066316,0,0
677712,1007548071,213180,0,0
677716,1003578619,2781540,0,0
677717,1007547791,248676,0,0
677721,1003581779,2804388,0,0
677722,1007561281,310692,0,0
677726,1003581929,3188520,0,0
677727,1007561291,1632,0,0
677731,1003580299,978180,0,0
677732,1007567231,317220,0,0
677736,1003579709,3131196,0,0
677737,1007567241,165036,0,0
677741,1003576559,2485944,0,0
677742,1007622561,250716,0,0
677746,1003579489,2969832,0,0
677747,1007622571,247452,0,0
677751,1003580619,3017976,0,0
677752,1007610311,136272,0,0
677756,1003577589,2178108,0,0
677757,1007610321,173604,0,0
677761,1003578919,2482476,0,0
677762,1007548441,221952,0,0
677766,1003576159,2854572,0,0
677767,1007548111,191964,0,0
677771,1003576149,2685456,0,0
677777,1007561311,4284,0,0
677781,1003578669,864960,0,0
677782,1007570101,203388,0,0
677786,1003580389,2720952,0,0
677787,1007570111,169116,0,0
677791,1003575689,2444124,0,0
677797,1007622581,145452,0,0
677801,1003577909,2387208,0,0
677802,1007548301,290496,0,0
677806,1003575549,2952492,0,0
677807,1007547901,256224,0,0
677811,1003576939,2928420,0,0
677812,1007561321,96492,0,0
677816,1003578589,2171172,0,0
677817,1007561331,162996,0,0
677821,1003577969,2335800,0,0
677822,1007570121,180336,0,0
677826,1003577389,2571624,0,0
677827,1007570131,182580,0,0
677831,1003579449,2314176,0,0
677832,1007622591,160752,0,0
677836,1003576599,2323968,0,0
677837,1007622601,0,0,0
677841,1003580919,0,0,0
677842,1007610331,14484,0,0
677846,1003581559,1703400,0,0
677847,1007610341,154020,0,0
677851,1003577249,2346816,0,0
677852,1007548401,148308,0,0
677856,1003580969,2279088,0,0
677857,1007547541,4896,0,0
677861,1003577719,1470432,0,0
677862,1007561341,190740,0,0
677866,1003580309,2541432,0,0
677867,1007561351,172584,0,0
677871,1003576739,2401080,0,0
677872,1007570141,193188,0,0
677876,1003581339,2480436,0,0
677877,1007570151,164220,0,0
677881,1003575679,2704020,0,0
677882,1007622611,132804,0,0
677886,1003576869,2195244,0,0
677887,1007622621,59160,0,0
677891,1003582719,1707684,0,0
677897,1007610351,0,0,0
677901,1003579609,0,0,0
677902,1007561361,168504,0,0
677906,1003582539,2598144,0,0
677907,1007561371,181968,0,0
677911,1003579739,2416788,0,0
677912,1007570161,2856,0,0
677916,1003577419,1393728,0,0
677917,1007570171,153816,0,0
677921,1003577689,2357628,0,0
677922,1007622631,13260,0,0
677926,1003576669,1016532,0,0
677927,1007622641,2856,0,0
677931,1003577849,976140,0,0
677932,1007610361,202572,0,0
677936,1003580979,2813160,0,0
677937,1007610371,170544,0,0
677941,1003576029,2383332,0,0
677942,1007547801,219912,0,0
677946,1003577129,2885172,0,0
677947,1007547781,248064,0,0
677951,1003577519,2994108,0,0
677952,1007561381,146268,0,0
677956,1003577959,2402508,0,0
677957,1007561391,183804,0,0
677961,1003575979,2380272,0,0
677962,1007570181,284988,0,0
677966,1003578199,3289296,0,0
677967,1007570191,204612,0,0
677971,1003580499,2613240,0,0
677972,1007622651,245820,0,0
677976,1003576949,2841720,0,0
677977,1007622661,4488,0,0
677981,1003582099,1156680,0,0
677987,1007610391,156468,0,0
677991,1003578869,2385780,0,0
677992,1007547551,2652,0,0
677996,1003578799,1568760,0,0
677997,1007548001,156060,0,0
678001,1003577979,2281740,0,0
678002,1007622671,183600,0,0
678006,1003581229,2515116,0,0
678007,1007622681,3264,0,0
678011,1003578149,1549992,0,0
678012,1007610401,295188,0,0
678016,1003579549,3235848,0,0
678017,1007610411,180132,0,0
678021,1003580509,2549388,0,0
678022,1007547951,195024,0,0
678026,1003577989,2663832,0,0
678027,1007548511,191148,0,0
678031,1003576079,2360280,0,0
678032,1007561401,120564,0,0
678036,1003577299,2085492,0,0
678037,1007561411,4692,0,0
678041,1003576549,801108,0,0
678041,1003583789,801108,0,0
678042,1007570201,191352,0,0
678046,1003578249,2471052,0,0
678047,1007570211,171564,0,0
678051,1003577439,2529600,0,0
678052,1007622691,164628,0,0
678056,1003581109,2266848,0,0
678057,1007622701,175440,0,0
678061,1003575589,2544084,0,0
678062,1007610421,121992,0,0
678066,1003577749,2287656,0,0
678067,1007612791,165240,0,0
678071,1003577209,2343960,0,0
678072,1007547761,143004,0,0
678076,1003576319,2294184,0,0
678077,1007547811,70992,0,0
678081,1003581999,2002872,0,0
678082,1007561421,211548,0,0
678086,1003580629,2663628,0,0
678087,1007561431,236028,0,0
678091,1003577889,2967996,0,0
678092,1007570221,157080,0,0
678096,1003575949,2399448,0,0
678097,1007570231,189924,0,0
678101,1003580319,2686884,0,0
678102,1007612801,174624,0,0
678106,1003578839,2566320,0,0
678107,1007612811,184008,0,0
678111,1003580349,2504712,0,0
678112,1007548331,151572,0,0
678116,1003581069,2447388,0,0
678117,1007548091,186864,0,0
678122,1007561441,222156,0,0
678126,1003580729,2541840,0,0
678127,1007561451,133212,0,0
678131,1003578079,1979208,0,0
678132,1007570241,2652,0,0
678136,1003576539,1204212,0,0
678136,1003583779,1204212,0,0
678137,1007570251,179112,0,0
678141,1003580909,2459628,0,0
678147,1007622721,165036,0,0
678151,1003575789,2428212,0,0
678152,1007612821,212568,0,0
678156,1003581959,2727072,0,0
678157,1007612831,199104,0,0
678161,1003581689,2569788,0,0
678162,1007547881,184008,0,0
678166,1003576879,2548368,0,0
678167,1007548021,102612,0,0
678171,1003579789,2007564,0,0
678172,1007561461,121176,0,0
678176,1003580529,2204424,0,0
678177,1007561471,255612,0,0
678181,1003576289,3044904,0,0
678182,1007570261,246636,0,0
678186,1003580819,2975952,0,0
678192,1007622731,159732,0,0
678196,1003581609,2200956,0,0
678197,1007622741,171768,0,0
678201,1003577929,2283168,0,0
678202,1007547921,129132,0,0
678206,1003577549,2044080,0,0
678207,1007548271,215016,0,0
678211,1003580719,2825400,0,0
678212,1007561481,199512,0,0
678216,1003580029,2666076,0,0
678217,1007561491,234396,0,0
678221,1003580359,3065304,0,0
678222,1007570281,173196,0,0
678226,1003575959,2320296,0,0
678227,1007570291,5304,0,0
678231,1003576089,1135872,0,0
678232,1007622751,103224,0,0
678236,1003582289,1857216,0,0
678237,1007622761,282132,0,0
678241,1003577049,3053268,0,0
678242,1007612841,177276,0,0
678246,1003576069,2383536,0,0
678247,1007612851,219300,0,0
678251,1003580609,3025320,0,0
678252,1007548451,266832,0,0
678256,1003578519,3142824,0,0
678257,1007548371,225420,0,0
678261,1003582419,2665668,0,0
678262,1007561501,106896,0,0
678266,1003582549,2031636,0,0
678267,1007561511,179316,0,0
678271,1003576749,2319072,0,0
678272,1007570301,3060,0,0
678276,1003578449,1251132,0,0
678277,1007570311,120156,0,0
678281,1003581639,1942896,0,0
678282,1007622771,153816,0,0
678286,1003578319,2392716,0,0
678287,1007622781,195228,0,0
678291,1003577289,2357220,0,0
678292,1007612861,197064,0,0
678296,1003577789,2536740,0,0
678297,1007612871,204408,0,0
678301,1003582009,2525520,0,0
678302,1007561521,216852,0,0
678306,1003581059,2745840,0,0
678307,1007561531,244800,0,0
678311,1003575649,2980848,0,0
678312,1007570321,200124,0,0
678316,1003579479,2507364,0,0
678317,1007570331,3672,0,0
678321,1003578139,1574472,0,0
678322,1007622791,223584,0,0
678322,1007711951,223584,0,0
678326,1003577449,2728092,0,0
678326,1003584689,2728092,0,0
678327,1007622801,208080,0,0
678331,1003576959,2728908,0,0
678332,1007612881,255408,0,0
678336,1003578579,3022464,0,0
678337,1007612891,158916,0,0
678341,1003575699,2266848,0,0
678342,1007547611,119340,0,0
678346,1003580129,2158524,0,0
678347,1007548131,193392,0,0
678351,1003578359,2528376,0,0
678352,1007561541,106284,0,0
678356,1003581649,2288676,0,0
678357,1007561551,183600,0,0
678361,1003579519,2557752,0,0
678362,1007570341,242352,0,0
678366,1003578299,2668932,0,0
678367,1007570351,165648,0,0
678371,1003578129,2433924,0,0
678372,1007622811,98328,0,0
678376,1003581529,1928412,0,0
678377,1007622821,178296,0,0
678381,1003580059,2500224,0,0
678382,1007612901,189312,0,0
678386,1003579929,2519808,0,0
678387,1007612911,254796,0,0
678391,1003581389,3056940,0,0
678392,1007547701,2856,0,0
678396,1003577429,1226244,0,0
678397,1007547561,165240,0,0
678401,1003581329,2591004,0,0
678402,1007570361,166668,0,0
678406,1003577159,2401896,0,0
678407,1007570371,4692,0,0
678411,1003581139,1089768,0,0
678417,1007622841,226848,0,0
678421,1003575729,2657712,0,0
678422,1007612921,152796,0,0
678426,1003581759,2346204,0,0
678427,1007612931,161568,0,0
678431,1003579219,2658936,0,0
678432,1007548161,207876,0,0
678436,1003576849,2701572,0,0
678437,1007548201,202164,0,0
678441,1003577919,2730744,0,0
678442,1007561561,231948,0,0
678446,1003577679,3009204,0,0
678447,1007561571,140760,0,0
678451,1003579099,2379048,0,0
678452,1007570381,228072,0,0
678456,1003581279,2981460,0,0
678457,1007570391,179112,0,0
678461,1003576639,2471868,0,0
678462,1007622851,201552,0,0
678466,1003576239,2756652,0,0
678467,1007622861,280704,0,0
678471,1003575659,3441888,0,0
678472,1007612941,296820,0,0
678476,1003581029,3318264,0,0
678477,1007612951,165036,0,0
678481,1003578859,2410872,0,0
678482,1007548101,6324,0,0
678486,1003577469,1486548,0,0
678487,1007547861,166668,0,0
678491,1003575769,2430864,0,0
678492,1007561581,139536,0,0
678496,1003580259,2293368,0,0
678502,1007622871,308448,0,0
678506,1003579309,3386604,0,0
678507,1007622881,222360,0,0
678511,1003578349,2842944,0,0
678512,1007612961,233580,0,0
678516,1003580599,2734824,0,0
678517,1007612971,178092,0,0
678521,1003579189,2418216,0,0
678522,1007548361,120564,0,0
678526,1003582499,2120988,0,0
678527,1007547751,161160,0,0
678531,1003580689,2336412,0,0
678532,1007561591,170136,0,0
678536,1003578889,2284392,0,0
678537,1007561601,205632,0,0
678541,1003580039,2655264,0,0
678542,1007570401,4488,0,0
678546,1003576129,712164,0,0
678547,1007570411,202368,0,0
678551,1003582389,2755632,0,0
678552,1007622891,258468,0,0
678556,1003578209,3115692,0,0
678557,1007622901,158508,0,0
678561,1003582119,2416992,0,0
678562,1007612981,301308,0,0
678566,1003576299,3384768,0,0
678572,1007548421,163404,0,0
678576,1003576989,2375988,0,0
678577,1007547981,6528,0,0
678581,1003578749,953496,0,0
678582,1007561611,208896,0,0
678586,1003578779,2713812,0,0
678587,1007561621,262140,0,0
678587,1007764901,262140,0,0
678591,1003580639,2763588,0,0
678591,1003587879,2763588,0,0
678592,1007570421,254796,0,0
678596,1003580069,2931888,0,0
678597,1007570431,293964,0,0
678601,1003581909,3243804,0,0
678602,1007613001,225624,0,0
678606,1003575849,2720544,0,0
678607,1007613011,3468,0,0
678611,1003582669,1000008,0,0
678612,1007547931,152184,0,0
678616,1003579579,2393736,0,0
678617,1007547841,270708,0,0
678621,1003578259,2639964,0,0
678622,1007561631,150144,0,0
678626,1003576859,2293980,0,0
678627,1007561641,163200,0,0
678631,1003580649,2454324,0,0
678632,1007570441,251940,0,0
678636,1003579329,3166284,0,0
678637,1007570451,208692,0,0
678641,1003579989,2830092,0,0
678647,1007622921,160548,0,0
678651,1003579999,2289288,0,0
678652,1007613021,235824,0,0
678656,1003575989,2909652,0,0
678657,1007613031,175236,0,0
678661,1003578649,2500224,0,0
678662,1007547821,213384,0,0
678666,1003580799,2612628,0,0
678667,1007548151,221340,0,0
678671,1003580329,2923932,0,0
678672,1007561651,211956,0,0
678676,1003578569,2744208,0,0
678677,1007561661,252348,0,0
678681,1003580949,3061020,0,0
678682,1007570461,162792,0,0
678686,1003575839,2262972,0,0
678692,1007622931,181560,0,0
678696,1003579069,2359260,0,0
678697,1007622941,277644,0,0
678701,1003576619,3053064,0,0
678702,1007547711,229500,0,0
678706,1003579349,2823768,0,0
678707,1007548311,252348,0,0
678711,1003577869,3419856,0,0
678712,1007561671,216240,0,0
678716,1003580449,2658120,0,0
678717,1007561681,236232,0,0
678721,1003581499,2660772,0,0
678722,1007570471,205020,0,0
678726,1003579569,2610588,0,0
678727,1007570481,246432,0,0
678731,1003579319,3075708,0,0
678732,1007622951,183396,0,0
678736,1003579809,2595696,0,0
678737,1007622961,12648,0,0
678741,1003577459,1628124,0,0
678742,1007613041,162180,0,0
678746,1003578119,2348040,0,0
678747,1007613051,127500,0,0
678751,1003579639,2288472,0,0
678752,1007548411,158508,0,0
678756,1003577729,2336004,0,0
678757,1007548381,153612,0,0
678761,1003577119,2400264,0,0
678762,1007561691,218076,0,0
678766,1003576369,2714628,0,0
678767,1007561701,163404,0,0
678771,1003582429,2508180,0,0
